id,x,y,z,D
608,-23638.84,-28209.81,-309.16,1213.6
609,-30095.01,-26044.73,-220.92,1267.8
610,-29162.08,-28003.61,-242.96,1623.5
611,-33849.28,-28679.82,462.12,1203.6
612,-33653.23,-25113.80,48.54,1872.0
613,-37292.58,-27051.46,579.53,1815.4
614,-37513.42,-25577.75,417.64,1401.2
615,-38694.23,-28082.45,738.92,1157.3
616,-39926.88,-28525.18,1110.43,4251.8
617,-57136.58,-29171.06,3709.78,1609.7
618,-52523.74,-26290.34,4292.88,1504.7
619,-61118.45,-27845.93,3850.51,1157.0
620,-68347.57,-29974.63,3352.84,2306.8
621,-79637.42,-27888.39,3828.99,1657.4
622,-81778.21,-27703.41,3972.95,1483.7
623,109664.83,23658.28,2938.37,3978.4
624,-6904.61,28349.30,85.52,1546.4
625,-29022.36,17660.32,-102.94,5026.3
626,-62585.46,25241.16,3191.41,2196.4
627,-79513.48,28264.39,2754.17,5810.2
628,-105447.47,28773.83,4045.19,1687.3
629,-84417.02,-6825.79,4257.61,1711.5
630,-77039.18,-12693.35,3879.64,1868.3
631,-76856.65,-6492.23,4183.67,1657.6
632,-70510.89,-17396.51,3621.22,1326.4
633,-72791.40,-25780.91,3675.70,1445.7
634,-60395.09,-8860.48,3865.88,8085.8
635,-45727.29,-16417.06,1311.46,1500.3
636,-41515.57,-203.17,287.62,1164.0
637,-27566.63,1579.85,49.10,2266.3
638,-27983.52,4469.66,69.15,1287.6
639,173.52,-3126.34,-19.19,5344.2
640,47248.38,21.23,2246.78,2070.7
641,61868.86,-451.82,4312.14,1483.6
